"measure_id","measure_name","location_id","ihme_loc_id","location_name","sex_id","sex","age_group_id","age_group_name","year_id","metric_id","metric_name","rei_id","rei_name","threshold","population","mean","upper","lower"
18,"Proportion",7,"PRK","Democratic People's Republic of Korea",3,"Both",NA,"Neonates",2023,NA,NA,242,"Lead exposure in blood",50,21811.092616152557,0.9905628984111432,1,0.939
18,"Proportion",8,"TWN","Taiwan",3,"Both",2,NA,2023,NA,NA,242,"Lead exposure in blood",50,NA,0.002406308130733508,0.026,0
18,"Proportion",8,"TWN","Taiwan",3,"Both",3,NA,2023,NA,NA,242,"Lead exposure in blood",50,NA,0.0028884127626142837,0.037,0
18,"Proportion",8,"TWN","Taiwan",3,"Both",6,NA,2023,NA,NA,242,"Lead exposure in blood",50,NA,0.003615659237129662,0.0316,0
18,"Proportion",8,"TWN","Taiwan",3,"Both",7,NA,2023,NA,NA,242,"Lead exposure in blood",50,NA,0.005033142241540885,0.0442,0
18,"Proportion",8,"TWN","Taiwan",3,"Both",8,NA,2023,NA,NA,242,"Lead exposure in blood",50,NA,0.0062238832427154245,0.0434,0
18,"Proportion",8,"TWN","Taiwan",3,"Both",9,NA,2023,NA,NA,242,"Lead exposure in blood",50,NA,0.007026538091701045,0.0408,0
18,"Proportion",8,"TWN","Taiwan",3,"Both",10,NA,2023,NA,NA,242,"Lead exposure in blood",50,NA,0.007536923041750064,0.041,0
18,"Proportion",8,"TWN","Taiwan",3,"Both",11,NA,2023,NA,NA,242,"Lead exposure in blood",50,NA,0.010786592058097878,0.0338,0
18,"Proportion",8,"TWN","Taiwan",3,"Both",12,NA,2023,NA,NA,242,"Lead exposure in blood",50,NA,0.011757490310029347,0.0368,0
18,"Proportion",8,"TWN","Taiwan",3,"Both",13,NA,2023,NA,NA,242,"Lead exposure in blood",50,NA,0.01617505159924168,0.044,0.001
18,"Proportion",8,"TWN","Taiwan",3,"Both",14,NA,2023,NA,NA,242,"Lead exposure in blood",50,NA,0.017733930820155244,0.045,0.0022
